Image_ID,Spike Area Manual,Spike Area Automatic,Class
A2_MHV_AxA_0005_Ceta_3009_3450,1276.0,1276.0,mutant
A2_MHV_AxA_0005_Ceta_3409_948,0.0,0.0,mutant
A2_MHV_AxA_0005_Ceta_578_912,0.0,0.0,mutant
A2_MHV_AxA_0006_Ceta_0_1156,128.0,128.0,mutant
A2_MHV_AxA_0006_Ceta_0_2015,3739.0,3941.0,mutant
A2_MHV_AxA_0006_Ceta_1323_2399,115.0,115.0,mutant
A2_MHV_AxA_0006_Ceta_2628_3738,386.0,521.0,mutant
A2_MHV_AxA_0006_Ceta_2779_1237,14265.0,14265.0,mutant
A2_MHV_AxA_0006_Ceta_3016_2940,4073.0,4272.0,mutant
A2_MHV_AxA_0006_Ceta_3148_443,224.0,1846.0,mutant
A2_MHV_AxA_0006_Ceta_959_2894,389.0,389.0,mutant
A2_MHV_AxA_0007_Ceta_1182_1958,2662.0,2853.0,mutant
A2_MHV_AxA_0007_Ceta_1875_3535,1369.0,1369.0,mutant
A2_MHV_AxA_0007_Ceta_2592_614,44540.0,5455.0,mutant
A2_MHV_AxA_0007_Ceta_2643_1898,0.0,175.0,mutant
A2_MHV_AxA_0007_Ceta_3083_3702,3635.0,3732.0,mutant
A2_MHV_AxA_0008_Ceta_0_2121,7321.0,8507.0,mutant
A2_MHV_AxA_0008_Ceta_2117_2394,5905.0,5905.0,mutant
A2_MHV_AxA_0008_Ceta_2870_1798,2476.0,2940.0,mutant
A2_MHV_AxA_0008_Ceta_3447_2667,977.0,977.0,mutant
A2_MHV_AxA_0008_Ceta_879_2414,625.0,625.0,mutant
A2_MHV_AxA_0009_Ceta_1925_3506,20523.0,17585.0,mutant
A2_MHV_AxA_0009_Ceta_2031_1237,2515.0,3449.0,mutant
A2_MHV_AxA_0009_Ceta_2345_2743,0.0,0.0,mutant
A2_MHV_AxA_0009_Ceta_2375_1505,0.0,118.0,mutant
A2_MHV_AxA_0009_Ceta_2810_1444,3087.0,4564.0,mutant
A2_MHV_AxA_0009_Ceta_616_1525,0.0,30839.0,mutant
A2_MHV_AxA_0009_Ceta_864_959,603.0,728.0,mutant
A2_MHV_AxA_0010_Ceta_1167_231,24517.0,0.0,mutant
A2_MHV_AxA_0010_Ceta_1627_2035,237158.0,186780.0,mutant
A2_MHV_AxA_0010_Ceta_2365_2106,3150.0,3150.0,mutant
A2_MHV_AxA_0010_Ceta_2365_3552,0.0,4507.0,mutant
A2_MHV_AxA_0010_Ceta_389_2510,1672.0,2037.0,mutant
A2_MHV_AxA_0010_Ceta_656_2121,3535.0,3974.0,mutant
A2_MHV_AxA_0011_Ceta_3270_2642,5730.0,5320.0,mutant
A2_MHV_AxA_0011_Ceta_3270_3051,4969.0,4863.0,mutant
A2_MHV_AxA_0011_Ceta_480_2061,836.0,836.0,mutant
A2_MHV_AxA_0012_Ceta_313_1808,2372.0,2430.0,mutant
A2_MHV_AxA_0012_Ceta_687_2637,1763.0,1763.0,mutant
A2_MHV_AxA_0013_Ceta_202_2940,2070.0,2070.0,mutant
A2_MHV_AxA_0013_Ceta_3047_3627,302.0,415.0,mutant
A2_MHV_AxA_0013_Ceta_348_721,3080.0,3080.0,mutant
A2_MHV_AxA_0014_Ceta_1748_822,81467.0,81545.0,mutant
A2_MHV_AxA_0014_Ceta_2031_2429,2774.0,2866.0,mutant
A2_MHV_AxA_0014_Ceta_3391_2349,8480.0,6499.0,mutant
A2_MHV_AxA_0014_Ceta_3406_3203,0.0,0.0,mutant
A2_MHV_AxA_0014_Ceta_9_2303,0.0,165.0,mutant
A2_MHV_AxA_0015_Ceta_1223_1959,2531.0,3702.0,mutant
A2_MHV_AxA_0015_Ceta_1693_3188,49964.0,19871.0,mutant
A2_MHV_AxA_0015_Ceta_237_2611,2966.0,3453.0,mutant
A2_MHV_AxA_0016_Ceta_1506_352,1153.0,1153.0,mutant
A2_MHV_AxA_0016_Ceta_2845_2869,7601.0,7601.0,mutant
A2_MHV_AxA_0016_Ceta_3300_3632,4458.0,4560.0,mutant
A2_MHV_AxA_0016_Ceta_874_2091,0.0,21.0,mutant
A2_MHV_AxA_0017_Ceta_2375_1631,1115.0,1362.0,mutant
A2_MHV_AxA_0017_Ceta_2527_3501,3809.0,3809.0,mutant
A2_MHV_AxA_0017_Ceta_3022_3056,1309.0,1309.0,mutant
A2_MHV_AxA_0017_Ceta_308_1469,271.0,271.0,mutant
A2_MHV_AxA_0017_Ceta_343_923,2090.0,2090.0,mutant
A2_MHV_AxA_0018_Ceta_2198_3405,11201.0,10960.0,mutant
A2_MHV_AxA_0018_Ceta_247_620,1765.0,1765.0,mutant
A2_MHV_AxA_0018_Ceta_414_2091,0.0,0.0,mutant
A2_MHV_AxA_0019_Ceta_0_2298,6894.0,6894.0,mutant
A2_MHV_AxA_0019_Ceta_0_372,104977.0,104985.0,mutant
A2_MHV_AxA_0019_Ceta_0_787,110893.0,81078.0,mutant
A2_MHV_AxA_0019_Ceta_1308_2505,111.0,111.0,mutant
A2_MHV_AxA_0019_Ceta_1607_1333,674.0,672.0,mutant
A2_MHV_AxA_0019_Ceta_2127_3643,0.0,0.0,mutant
A2_MHV_AxA_0019_Ceta_2956_1156,9372.0,9372.0,mutant
A2_MHV_AxA_0019_Ceta_3371_3653,1285.0,18532.0,mutant
A2_MHV_AxA_0019_Ceta_358_2359,4584.0,4811.0,mutant
A2_MHV_AxA_0020_Ceta_1586_782,2854.0,2854.0,mutant
A2_MHV_AxA_0020_Ceta_1849_3228,719.0,719.0,mutant
A2_MHV_AxA_0020_Ceta_252_1060,8155.0,8155.0,mutant
A2_MHV_AxA_0020_Ceta_303_433,1930.0,1930.0,mutant
A2_MHV_AxA_0020_Ceta_434_1818,31160.0,31160.0,mutant
A2_MHV_AxA_0020_Ceta_793_191,23769.0,1123.0,mutant
A2_MHV_AxA_0020_Ceta_813_3294,5034.0,5096.0,mutant
A2_MHV_AxA_0021_Ceta_141_2536,0.0,2410.0,mutant
A2_MHV_AxA_0021_Ceta_2087_954,0.0,0.0,mutant
A2_MHV_AxA_0021_Ceta_2218_595,1839.0,1839.0,mutant
A2_MHV_AxA_0022_Ceta_0_3415,310.0,1738.0,mutant
A2_MHV_AxA_0022_Ceta_1738_1343,2234.0,2234.0,mutant
A2_MHV_AxA_0022_Ceta_2077_858,0.0,262.0,mutant
A2_MHV_AxA_0022_Ceta_3259_1318,0.0,17493.0,mutant
A2_MHV_AxA_0023_Ceta_161_2546,1032.0,1032.0,mutant
A2_MHV_AxA_0023_Ceta_2087_3072,1231.0,1231.0,mutant
A2_MHV_AxA_0023_Ceta_2522_2445,102.0,102.0,mutant
A2_MHV_AxA_0024_Ceta_0_1793,0.0,0.0,mutant
A2_MHV_AxA_0024_Ceta_1182_3496,992.0,992.0,mutant
A2_MHV_AxA_0024_Ceta_1526_2804,3782.0,4718.0,mutant
A2_MHV_AxA_0024_Ceta_1804_757,813.0,813.0,mutant
A2_MHV_AxA_0024_Ceta_2997_1070,0.0,0.0,mutant
A2_MHV_AxA_0024_Ceta_565_1500,0.0,0.0,mutant
A2_MHV_AxA_0025_Ceta_1041_1257,1767.0,1934.0,mutant
A2_MHV_AxA_0025_Ceta_1081_246,0.0,0.0,mutant
A2_MHV_AxA_0025_Ceta_2643_3663,0.0,0.0,mutant
A2_MHV_AxA_0025_Ceta_2850_463,987.0,987.0,mutant
A2_MHV_AxA_0025_Ceta_409_1697,0.0,0.0,mutant
A2_MHV_AxA_0025_Ceta_449_2935,1321.0,1321.0,mutant
A2_MHV_AxA_0025_Ceta_540_792,4079.0,3727.0,mutant
A2_MHV_AxA_0025_Ceta_818_1914,4879.0,4879.0,mutant
A2_MHV_AxA_0026_Ceta_0_2111,3640.0,3640.0,mutant
A2_MHV_AxA_0026_Ceta_1662_1323,0.0,0.0,mutant
A2_MHV_AxA_0026_Ceta_1945_822,0.0,0.0,mutant
A2_MHV_AxA_0026_Ceta_515_565,0.0,0.0,mutant
A2_MHV_AxA_0027_Ceta_0_2843,4135.0,4135.0,mutant
A2_MHV_AxA_0027_Ceta_1440_1797,1334.0,1450.0,mutant
A2_MHV_AxA_0028_Ceta_1081_3333,55.0,55.0,mutant
A2_MHV_AxA_0028_Ceta_151_3556,539.0,539.0,mutant
A2_MHV_AxA_0028_Ceta_1576_1564,0.0,0.0,mutant
A2_MHV_AxA_0028_Ceta_2597_1519,3387.0,3387.0,mutant
A2_MHV_AxA_0029_Ceta_1895_685,3068.0,2746.0,mutant
A2_MHV_AxA_0029_Ceta_2567_1499,1417.0,1577.0,mutant
A2_MHV_AxA_0029_Ceta_2830_624,2376.0,2376.0,mutant
A2_MHV_AxA_0029_Ceta_909_3161,0.0,0.0,mutant
A2_MHV_AxA_0030_Ceta_110_3313,0.0,0.0,mutant
A2_MHV_AxA_0030_Ceta_1844_841,18168.0,18168.0,mutant
A2_MHV_AxA_0030_Ceta_237_2247,281.0,281.0,mutant
A2_MHV_AxA_0030_Ceta_2542_225,22000.0,22000.0,mutant
A2_MHV_AxA_0030_Ceta_2698_3758,0.0,0.0,mutant
A2_MHV_AxA_0030_Ceta_3386_1736,0.0,0.0,mutant
A2_MHV_AxA_0030_Ceta_479_836,3297.0,3297.0,mutant
A2_MHV_AxA_0031_Ceta_1450_270,0.0,0.0,mutant
A2_MHV_AxA_0031_Ceta_2046_3343,0.0,0.0,mutant
A2_MHV_AxA_0031_Ceta_2653_1832,3446.0,3446.0,mutant
A2_MHV_AxA_0031_Ceta_540_978,0.0,0.0,mutant
A2_MHV_AxA_0031_Ceta_570_2277,0.0,52.0,mutant
A2_MHV_AxA_0032_Ceta_1147_1023,5017.0,5799.0,mutant
A2_MHV_AxA_0032_Ceta_1425_2671,0.0,0.0,mutant
A2_MHV_AxA_0032_Ceta_1794_2525,12974.0,5809.0,mutant
A2_MHV_AxA_0032_Ceta_2036_3025,1274.0,1356.0,mutant
A2_MHV_AxA_0032_Ceta_2142_1286,0.0,0.0,mutant
A2_MHV_AxA_0033_Ceta_1212_1812,0.0,59.0,mutant
A2_MHV_AxA_0033_Ceta_2410_1524,1320.0,1320.0,mutant
A2_MHV_AxA_0033_Ceta_2830_1600,61632.0,61467.0,mutant
A2_MHV_AxA_0033_Ceta_424_2828,2332.0,2332.0,mutant
A2_MHV_AxA_0033_Ceta_479_1878,77.0,77.0,mutant
A2_MHV_AxA_0034_Ceta_1399_3126,2769.0,2769.0,mutant
A2_MHV_AxA_0034_Ceta_2936_1731,481.0,557.0,mutant
A2_MHV_AxA_0035_Ceta_0_730,3616.0,3759.0,mutant
A2_MHV_AxA_0035_Ceta_262_3338,2029.0,2252.0,mutant
A2_MHV_AxA_0035_Ceta_3477_1923,0.0,0.0,mutant
A2_MHV_AxA_0035_Ceta_692_3419,62429.0,62775.0,mutant
A2_MHV_AxA_0036_Ceta_1536_3030,156.0,156.0,mutant
A2_MHV_AxA_0036_Ceta_1601_867,0.0,94.0,mutant
A2_MHV_AxA_0036_Ceta_3461_1964,3469.0,3469.0,mutant
A2_MHV_AxA_0037_Ceta_2031_2722,0.0,102.0,mutant
A2_MHV_AxA_0037_Ceta_3077_3257,100.0,100.0,mutant
A2_MHV_AxA_0038_Ceta_1268_1716,4184.0,4184.0,mutant
A2_MHV_AxA_0039_Ceta_1687_2459,10532.0,10529.0,mutant
A2_MHV_AxA_0039_Ceta_2809_1175,1728.0,10434.0,mutant
A2_MHV_AxA_0039_Ceta_641_3591,3918.0,3946.0,mutant
A2_MHV_AxA_0040_Ceta_1667_508,0.0,110.0,mutant
A2_MHV_AxA_0040_Ceta_196_2307,2417.0,2509.0,mutant
A2_MHV_AxA_0040_Ceta_2446_1933,39708.0,24092.0,mutant
A2_MHV_AxA_0040_Ceta_3330_2439,0.0,100.0,mutant
A2_MHV_AxA_0040_Ceta_343_3252,0.0,0.0,mutant
A2_MHV_AxA_0041_Ceta_2238_3788,884.0,884.0,mutant
A2_MHV_AxA_0041_Ceta_2274_1468,2201.0,2201.0,mutant
A2_MHV_AxA_0041_Ceta_2339_3050,0.0,0.0,mutant
A2_MHV_AxA_0041_Ceta_2673_1817,6889.0,0.0,mutant
A2_MHV_AxA_0041_Ceta_2708_1488,420.0,420.0,mutant
A2_MHV_AxA_0041_Ceta_3098_2302,0.0,0.0,mutant
A2_MHV_AxA_0041_Ceta_3269_2636,118869.0,32548.0,mutant
A2_MHV_AxA_0041_Ceta_3477_2307,3109.0,0.0,mutant
A2_MHV_AxA_0042_Ceta_2077_1104,0.0,59.0,mutant
A2_MHV_AxA_0042_Ceta_3330_3495,1060.0,1499.0,mutant
A2_MHV_AxA_0042_Ceta_869_447,1461.0,1461.0,mutant
A2_MHV_AxA_0043_Ceta_2001_3616,8314.0,8558.0,mutant
A2_MHV_AxA_0043_Ceta_3381_1680,1486.0,1486.0,mutant
A2_MHV_AxA_0043_Ceta_444_351,4875.0,4875.0,mutant
A2_MHV_AxA_0044_Ceta_0_3722,2390.0,2390.0,mutant
A2_MHV_AxA_0044_Ceta_115_2373,732.0,732.0,mutant
A2_MHV_AxA_0044_Ceta_1440_1236,139258.0,101513.0,mutant
A2_MHV_AxA_0044_Ceta_1485_826,93500.0,96144.0,mutant
A2_MHV_AxA_0044_Ceta_171_1792,6861.0,6861.0,mutant
A2_MHV_AxA_0044_Ceta_3234_447,136751.0,85170.0,mutant
A2_MHV_AxA_0044_Ceta_3340_134,117837.0,118021.0,mutant
A2_MHV_AxA_0044_Ceta_3350_3561,0.0,0.0,mutant
A2_MHV_AxA_0045_Ceta_1071_3106,3450.0,5284.0,mutant
A2_MHV_AxA_0045_Ceta_1632_3707,83.0,1246.0,mutant
A2_MHV_AxA_0045_Ceta_3093_1943,180.0,180.0,mutant
A2_MHV_AxA_0045_Ceta_575_1185,818.0,818.0,mutant
A2_MHV_AxA_0046_Ceta_1293_1458,719.0,584.0,mutant
A2_MHV_AxA_0046_Ceta_1364_2454,1679.0,1679.0,mutant
A2_MHV_AxA_0046_Ceta_1713_1721,2600.0,2600.0,mutant
A2_MHV_AxA_0046_Ceta_211_1913,119614.0,103667.0,mutant
A2_MHV_AxA_0046_Ceta_2466_3642,903.0,1048.0,mutant
A2_MHV_AxA_0046_Ceta_2633_139,79288.0,22392.0,mutant
A2_MHV_AxA_0046_Ceta_2703_963,747.0,886.0,mutant
A2_MHV_AxA_0046_Ceta_3345_2297,1815.0,1815.0,mutant
A2_MHV_AxA_0046_Ceta_550_1711,36342.0,0.0,mutant
A2_MHV_AxA_0046_Ceta_919_1979,1176.0,1176.0,mutant
A2_MHV_AxA_0047_Ceta_110_1691,2766.0,2766.0,mutant
A2_MHV_AxA_0047_Ceta_1268_452,1558.0,1558.0,mutant
A2_MHV_AxA_0047_Ceta_166_2358,77771.0,22782.0,mutant
A2_MHV_AxA_0047_Ceta_2446_1812,550.0,550.0,mutant
A2_MHV_AxA_0047_Ceta_2789_604,0.0,194.0,mutant
A2_MHV_AxA_0047_Ceta_2936_2813,1390.0,1548.0,mutant
A2_MHV_AxA_0047_Ceta_429_1155,569.0,569.0,mutant
A2_MHV_AxA_0047_Ceta_510_2514,126626.0,126626.0,mutant
A2_MHV_AxA_0047_Ceta_636_3480,0.0,0.0,mutant
A2_MHV_AxA_0048_Ceta_1182_2039,89577.0,90704.0,mutant
A2_MHV_AxA_0048_Ceta_1303_407,0.0,3394.0,mutant
A2_MHV_AxA_0048_Ceta_1318_2914,61680.0,30987.0,mutant
A2_MHV_AxA_0048_Ceta_1495_3444,123021.0,77827.0,mutant
A2_MHV_AxA_0048_Ceta_1556_3111,213268.0,112624.0,mutant
A2_MHV_AxA_0048_Ceta_1723_988,2435.0,3467.0,mutant
A2_MHV_AxA_0048_Ceta_2360_1392,5741.0,5848.0,mutant
A2_MHV_AxA_0048_Ceta_2476_796,258.0,258.0,mutant
A2_MHV_AxA_0048_Ceta_3345_3530,974.0,974.0,mutant
A2_MHV_AxA_0049_Ceta_1238_1716,0.0,0.0,mutant
A2_MHV_AxA_0049_Ceta_1723_3389,8243.0,8401.0,mutant
A2_MHV_AxA_0049_Ceta_1874_417,0.0,0.0,mutant
A2_MHV_AxA_0049_Ceta_2759_2247,268.0,4143.0,mutant
A2_MHV_AxA_0049_Ceta_2764_3091,1912.0,1912.0,mutant
A2_MHV_AxA_0049_Ceta_454_2120,1549.0,1549.0,mutant
A2_MHV_AxA_0051_Ceta_0_1504,1479.0,1479.0,mutant
A2_MHV_AxA_0051_Ceta_1268_3141,6232.0,7360.0,mutant
A2_MHV_AxA_0051_Ceta_1970_862,128234.0,120586.0,mutant
A2_MHV_AxA_0051_Ceta_2415_1271,431.0,0.0,mutant
A2_MHV_AxA_0051_Ceta_3300_2509,179131.0,124554.0,mutant
A2_MHV_AxA_0052_Ceta_1000_2701,2041.0,2231.0,mutant
A2_MHV_AxA_0052_Ceta_1900_1448,1087.0,1087.0,mutant
A2_MHV_AxA_0052_Ceta_3183_1251,446.0,446.0,mutant
A2_MHV_AxA_0052_Ceta_95_493,3797.0,4304.0,mutant
A2_MHV_AxA_0053_Ceta_1081_584,72886.0,27123.0,mutant
A2_MHV_AxA_0053_Ceta_1354_725,14213.0,11167.0,mutant
A2_MHV_AxA_0053_Ceta_2097_3561,960.0,0.0,mutant
A2_MHV_AxA_0053_Ceta_2102_230,0.0,0.0,mutant
A2_MHV_AxA_0053_Ceta_2405_3096,56553.0,26581.0,mutant
A2_MHV_AxA_0053_Ceta_2481_3480,6881.0,360.0,mutant
A2_MHV_AxA_0053_Ceta_2931_1402,0.0,0.0,mutant
A2_MHV_AxA_0054_Ceta_1854_3450,3983.0,3983.0,mutant
A2_MHV_AxA_0054_Ceta_2451_240,1388.0,1388.0,mutant
A2_MHV_AxA_0054_Ceta_550_3156,5557.0,12655.0,mutant
A2_MHV_AxA_0054_Ceta_742_1817,3426.0,3426.0,mutant
A2_MHV_AxA_0055_Ceta_1344_1827,0.0,0.0,mutant
A2_MHV_AxA_0055_Ceta_1874_3010,715.0,215.0,mutant
A2_MHV_AxA_0055_Ceta_2582_3369,72385.0,20102.0,mutant
A2_MHV_AxA_0055_Ceta_2612_2605,1739.0,1739.0,mutant
A2_MHV_AxA_0055_Ceta_3012_3541,0.0,0.0,mutant
A2_MHV_AxA_0055_Ceta_302_1372,762.0,883.0,mutant
A2_MHV_AxA_0055_Ceta_3082_2701,81186.0,81982.0,mutant
A2_MHV_AxA_0055_Ceta_869_205,10720.0,10720.0,mutant
A2_MHV_AxA_0056_Ceta_1500_3364,1336.0,1336.0,mutant
A2_MHV_AxA_0056_Ceta_1551_1822,0.0,86.0,mutant
A2_MHV_AxA_0056_Ceta_1859_3060,1513.0,1513.0,mutant
A2_MHV_AxA_0056_Ceta_2380_3404,1160.0,1160.0,mutant
A2_MHV_AxA_0056_Ceta_3264_922,3407.0,3407.0,mutant
A2_MHV_AxA_0056_Ceta_778_892,2713.0,2921.0,mutant
A2_MHV_AxA_0057_Ceta_1697_2267,4392.0,4392.0,mutant
A2_MHV_AxA_0057_Ceta_217_523,613.0,734.0,mutant
A2_MHV_AxA_0057_Ceta_2658_3212,11101.0,11943.0,mutant
A2_MHV_AxA_0057_Ceta_3391_2282,0.0,0.0,mutant
A2_MHV_AxA_0057_Ceta_939_3040,1365.0,1519.0,mutant
A2_MHV_AxA_0058_Ceta_0_1716,0.0,0.0,mutant
A2_MHV_AxA_0058_Ceta_1829_159,159443.0,81297.0,mutant
A2_MHV_AxA_0058_Ceta_3052_1190,0.0,0.0,mutant
A2_MHV_AxA_0058_Ceta_3477_1554,0.0,118.0,mutant
A2_MHV_AxA_0058_Ceta_939_3177,0.0,0.0,mutant
A2_MHV_AxA_0059_Ceta_1682_2211,1987.0,1987.0,mutant
A2_MHV_AxA_0059_Ceta_2971_750,0.0,0.0,mutant
A2_MHV_AxA_0059_Ceta_3118_1761,1037.0,1037.0,mutant
A2_MHV_AxA_0060_Ceta_126_3702,868.0,2292.0,mutant
A2_MHV_AxA_0060_Ceta_1273_2312,313.0,313.0,mutant
A2_MHV_AxA_0060_Ceta_1364_1857,0.0,0.0,mutant
A2_MHV_AxA_0060_Ceta_1505_2570,40052.0,13267.0,mutant
A2_MHV_AxA_0060_Ceta_1505_599,1986.0,5155.0,mutant
A2_MHV_AxA_0060_Ceta_1844_2686,139632.0,38747.0,mutant
A2_MHV_AxA_0060_Ceta_1950_2322,77530.0,50437.0,mutant
A2_MHV_AxA_0060_Ceta_2082_205,4830.0,4830.0,mutant
A2_MHV_AxA_0060_Ceta_2279_2171,80974.0,437.0,mutant
A2_MHV_AxA_0060_Ceta_2506_1312,4548.0,4833.0,mutant
A2_MHV_AxA_0060_Ceta_838_1423,0.0,0.0,mutant
A2_MHV_AxA_0061_Ceta_1460_2343,163.0,317.0,mutant
A2_MHV_AxA_0061_Ceta_3007_371,0.0,306.0,mutant
A2_MHV_AxA_0061_Ceta_388_902,5719.0,5828.0,mutant
A2_MHV_AxA_0061_Ceta_85_3429,5072.0,5072.0,mutant
A2_MHV_AxA_0062_Ceta_1217_2641,10210.0,10210.0,mutant
A2_MHV_AxA_0062_Ceta_1505_3141,101.0,222.0,mutant
A2_MHV_AxA_0062_Ceta_2360_417,1262.0,787.0,mutant
A2_MHV_AxA_0062_Ceta_3204_2242,5736.0,5736.0,mutant
A2_MHV_AxA_0062_Ceta_3204_3025,1121.0,1121.0,mutant
A2_MHV_AxA_0062_Ceta_35_2494,0.0,0.0,mutant
A2_MHV_AxA_0062_Ceta_737_1165,2190.0,3479.0,mutant
A2_MHV_AxA_0063_Ceta_0_1712,2073.0,2073.0,mutant
A2_MHV_AxA_0063_Ceta_1195_2041,0.0,0.0,mutant
A2_MHV_AxA_0063_Ceta_2114_2132,4212.0,4310.0,mutant
A2_MHV_AxA_0063_Ceta_2531_1658,947.0,1132.0,mutant
A2_MHV_AxA_0063_Ceta_3072_3096,97.0,97.0,mutant
A2_MHV_AxA_0063_Ceta_3431_2995,96.0,96.0,mutant
A2_MHV_AxA_0064_Ceta_1309_2406,125584.0,125584.0,mutant
A2_MHV_AxA_0064_Ceta_1542_2245,36672.0,38322.0,mutant
A2_MHV_AxA_0064_Ceta_186_3696,105907.0,105907.0,mutant
A2_MHV_AxA_0064_Ceta_2159_2034,16617.0,2410.0,mutant
A2_MHV_AxA_0064_Ceta_2532_343,42204.0,42204.0,mutant
A2_MHV_AxA_0065_Ceta_1270_577,0.0,0.0,mutant
A2_MHV_AxA_0065_Ceta_258_3507,2343.0,2343.0,mutant
A2_MHV_AxA_0065_Ceta_3010_3157,483.0,483.0,mutant
A2_MHV_AxA_0065_Ceta_58_332,6595.0,8715.0,mutant
A2_MHV_AxA_0065_Ceta_625_3140,0.0,0.0,mutant
A2_MHV_AxA_0066_Ceta_241_2423,0.0,0.0,mutant
A2_MHV_AxA_0066_Ceta_263_1311,0.0,93.0,mutant
A2_MHV_AxA_0066_Ceta_2971_382,2030.0,2030.0,mutant
A2_MHV_AxA_0066_Ceta_3427_2423,2353.0,2353.0,mutant
A2_MHV_AxA_0067_Ceta_0_772,3587.0,3587.0,mutant
A2_MHV_AxA_0067_Ceta_2254_505,0.0,0.0,mutant
A2_MHV_AxA_0067_Ceta_2293_827,234186.0,154918.0,mutant
A2_MHV_AxA_0067_Ceta_2487_1144,50105.0,8434.0,mutant
A2_MHV_AxA_0067_Ceta_2576_321,67424.0,18327.0,mutant
A2_MHV_AxA_0067_Ceta_2693_710,59369.0,0.0,mutant
A2_MHV_AxA_0067_Ceta_3027_905,222951.0,99467.0,mutant
A2_MHV_AxA_0067_Ceta_3054_460,136.0,0.0,mutant
A2_MHV_AxA_0067_Ceta_502_1022,10722.0,19055.0,mutant
A2_MHV_AxA_0068_Ceta_1047_1950,0.0,0.0,mutant
A2_MHV_AxA_0068_Ceta_1147_3351,2934.0,2934.0,mutant
A2_MHV_AxA_0068_Ceta_152_805,53423.0,36422.0,mutant
A2_MHV_AxA_0068_Ceta_2721_2434,1005.0,1211.0,mutant
A2_MHV_AxA_0068_Ceta_525_721,0.0,0.0,mutant
A2_MHV_AxA_0069_Ceta_2899_2751,0.0,0.0,mutant
A2_MHV_AxA_0069_Ceta_3338_2606,4021.0,5390.0,mutant
A2_MHV_AxA_0069_Ceta_447_1572,1580.0,2140.0,mutant
A2_MHV_AxA_0069_Ceta_614_3212,9688.0,9798.0,mutant
A2_MHV_AxA_0070_Ceta_2498_1761,11170.0,13036.0,mutant
A2_MHV_AxA_0070_Ceta_274_610,8863.0,8863.0,mutant
A2_MHV_AxA_0070_Ceta_3410_3246,78.0,78.0,mutant
A2_MHV_AxA_0070_Ceta_436_3196,1169.0,1393.0,mutant
A2_MHV_AxA_0070_Ceta_47_3040,9410.0,14718.0,mutant
A2_MHV_AxA_0071_Ceta_0_3579,967.0,967.0,mutant
A2_MHV_AxA_0071_Ceta_1414_760,2226.0,2226.0,mutant
A2_MHV_AxA_0071_Ceta_2037_3129,2260.0,2391.0,mutant
A2_MHV_AxA_0071_Ceta_3377_2812,7126.0,7722.0,mutant
A2_MHV_AxA_0071_Ceta_792_2128,0.0,0.0,mutant
A2_MHV_AxA_0072_Ceta_1264_277,2309.0,2309.0,mutant
A2_MHV_AxA_0072_Ceta_1876_2812,2094.0,2094.0,mutant
A2_MHV_AxA_0072_Ceta_2726_1650,0.0,0.0,mutant
A2_MHV_AxA_0072_Ceta_2971_3624,198.0,198.0,mutant
A2_MHV_AxA_0072_Ceta_419_1689,63505.0,23009.0,mutant
A2_MHV_AxA_0072_Ceta_730_1811,147293.0,86792.0,mutant
A2_MHV_AxA_0072_Ceta_836_2356,131.0,131.0,mutant
